,Artistic Swimming,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball/Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Canoe,Cricket,Croquet,Cycling,Equestrian,Fencing,Hockey,Flag football,Football,Golf,Gymnastics,Handball,Jeu De Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Racquets,Roque,Coastal,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug-Of-War,Beach Volleyball,Volleyball,Motorboating,Weightlifting,Wrestling,Figure Skating,Ice Hockey
AUS,0.0,0.0,0,0.0625,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.14285714285714285,0,0.0,0.13333333333333333,0,0,0.0,0,0.0,0,0.25,0,0,0.0,0.0,0,0.0,0.0,0,0
BRA,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.2,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.5,0.0,0,0.0,0.0,0,0
CAN,0.0,0.0,0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.07142857142857142,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0
DEN,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0,0.0,0.07142857142857142,0,0.1,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0
FIN,0.0,0.0,0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0
FRA,0.0,0.0,0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0,0.0,0,0.0,0,0.0625,0,0,0.35714285714285715,0.0,0.2,0.0,0.0,0.0,0,0.0,0.0,0,0.21428571428571427,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.06666666666666667,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0
GER,0.0,0.0,0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0,0.0,0,0.0,0,0.3125,0,0,0.07142857142857142,0.6666666666666666,0.0,0.0,0.0,0.0,0,0.0625,0.0,0,0.07142857142857142,0,0,0.0,0,0,0,0.0,0.14285714285714285,0,0.1,0.13333333333333333,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0
GBR,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.07142857142857142,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0
HUN,0.0,0.0,0,0.09375,0.0,0.0,0.022727272727272728,0.0,0.0,0,0.0,0,0.08333333333333333,0,0.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0
IRI,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.05,0,0
