,Predicted gold medals,Actual gold medals
AUS,2.812289018649608,3.0
BRA,0.15158966739545576,0.0
CAN,0.5955492409411818,0.0
DEN,1.300325091346167,2.0
FIN,8.16037177213002,14.0
FRA,8.970004423521459,13.0
GER,2.2389526325277984,0.0
GBR,7.856528603471816,9.0
HUN,2.8617455820785835,2.0
IRI,0.19054887141101062,0.0
ITA,6.633880399167538,8.0
JPN,1.185398102272302,0.0
NED,2.967536101816222,4.0
NZL,0.36066534247947857,0.0
KOR,0.3284979570307769,0.0
ESP,0.26981832535238937,0.0
USA,34.33881245786324,45.0
CHN,1.765900128055364,0.0
ARG,0.7223128690384328,1.0
AUT,0.21626027885940857,0.0
BEL,1.6940036082232837,3.0
BUL,0.37821015605004504,0.0
CUB,0.5559121026890352,0.0
GRE,0.3031556049827486,0.0
IND,0.018738464830676094,0.0
JAM,0.24349513370543718,0.0
MEX,0.08512502472149208,0.0
NOR,3.195794422645122,5.0
POL,0.6122669654723722,0.0
POR,0.040517732966691256,0.0
ROU,0.5391509352484718,0.0
RSA,0.8965150776784867,1.0
SWE,4.349627153016627,4.0
SUI,3.8329399252543226,7.0
TUR,0.4314480480388738,0.0
URS,2.728791811852716,0.0
RUS,1.2493380643427372,0.0
