,Artistic Swimming,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball/Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Canoe,Cricket,Croquet,Cycling,Equestrian,Fencing,Hockey,Flag football,Football,Golf,Gymnastics,Handball,Jeu De Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Racquets,Roque,Coastal,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug-Of-War,Beach Volleyball,Volleyball,Motorboating,Weightlifting,Wrestling,Figure Skating,Ice Hockey
AUS,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
BRA,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
CAN,0,0.0,0,0.2222222222222222,0.0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
DEN,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.25,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
FIN,0,0.0,0,0.0,0.0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.6,0,0
FRA,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.25,0.1111111111111111,0,0,0.0,0,0,0,0.375,0,0.0,0,0,0,0,0.0,0,0
GER,0,0.25,0,0.2222222222222222,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.25,0,0.0,0.0,0,0,0.0,0,0,0,0.125,0,0.0,0,0,0,0,0.0,0,0
GBR,0,0.0,0,0.1111111111111111,1.0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.5,0,0.0,0.05555555555555555,0,0,0.0,0,0,0,0.25,0,0.0,0,0,0,0,0.0,0,0
HUN,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.05555555555555555,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
IRI,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
ITA,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0,0.0,0.0,0,0.5,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
JPN,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
NED,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
NZL,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
KOR,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
ESP,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
USA,0,0.0,0,0.2222222222222222,0.0,0,0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.3888888888888889,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
CHN,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0
