,Artistic Swimming,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball/Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Canoe,Cricket,Croquet,Cycling,Equestrian,Fencing,Hockey,Flag football,Football,Golf,Gymnastics,Handball,Jeu De Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Racquets,Roque,Coastal,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug-Of-War,Beach Volleyball,Volleyball,Motorboating,Weightlifting,Wrestling,Figure Skating,Ice Hockey
AUS,0.0,0.0,0.0,0.2,0.0,0.0,0.020833333333333332,0.0,0,0.0,0.0,0,0.0,0.0,0.1875,0,0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0,0
BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0,0.06666666666666667,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0,0.0,0.0,0,0
CAN,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0625,0.0,0,0.0,0.0,0,0.0,0.5,0.0625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06666666666666667,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
FIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
FRA,0.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0625,0,0,0.13636363636363635,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.13333333333333333,0,0,0.0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.3333333333333333,0,0.0,0.5,0,0.0,0.0,0,0
GER,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.020833333333333332,0.0,0,0.5,0.0,0,0.0,0.0,0.125,0,0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
GBR,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.020833333333333332,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.045454545454545456,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.21428571428571427,0.0,0.1,0.06666666666666667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,0.0,0.0,0,0.0,0.0,0,0
HUN,0.0,0.0,0.5,0.05714285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
IRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,0.0,0.0,0,0.0,0.1111111111111111,0,0
ITA,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0625,0,0,0.045454545454545456,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0,0.06666666666666667,0,0,0.0,0,0,0,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0.5,0,0.0,0.0,0,0
JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0,0.0,0.0,0,0.0,0.5,0.0,0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0.2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.4444444444444444,0,0
NED,0.0,0.0,0.5,0.0,0.0,0.0,0.041666666666666664,0.0,0,0.5,0.0,0,0.0,0.0,0.0,0,0,0.13636363636363635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.2857142857142857,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0,0.0,0.0,0,0.0,0.0,0.25,0,0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
KOR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
ESP,0.0,0.0,0.0,0.0,0.5,0.0,0.041666666666666664,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
USA,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.2916666666666667,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,0.09090909090909091,0.0,0.16666666666666666,0.0,0.0,0.5,0.5,0.16666666666666666,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.07142857142857142,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,0.1111111111111111,0,0
CHN,1.0,1.0,0.0,0.05714285714285714,0.0,0.0,0.020833333333333332,0.4,0,0.0,0.0,0,0.23076923076923078,0.0,0.125,0,0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0,0.0,0.0,0,0.5,0.0,0,0
