,Predicted gold medals,Actual gold medals
AUS,1.0212108858395368,0.0
BRA,0.12257748353295028,0.0
CAN,2.0850751326652244,3.0
DEN,0.4051706478348933,0.0
FIN,1.779273014049977,1.0
FRA,4.050644990988076,5.0
GER,2.9404172017239034,3.0
GBR,26.04993540327996,56.0
HUN,2.7824194757267833,3.0
IRI,0.11125908012036234,0.0
ITA,3.075152305420488,2.0
JPN,0.6499888966791332,0.0
NED,0.6422535355668515,0.0
NZL,0.28361647645942867,0.0
KOR,0.6267126626335084,0.0
ESP,0.2868248545564711,0.0
USA,19.971104834228754,22.0
CHN,1.0416081447619945,0.0
ARG,0.18014269403647631,0.0
AUT,0.1497813635505736,0.0
BEL,0.747907601238694,1.0
BUL,0.24487182300072163,0.0
CUB,0.3821504522347823,0.0
GRE,0.2260050205513835,0.0
IND,0.13161240407498553,0.0
JAM,0.23447679542005062,0.0
MEX,0.03225790162105113,0.0
NOR,1.6245020920177922,2.0
POL,0.4848314331029542,0.0
POR,0.0398640125640668,0.0
ROU,0.38861306163016707,0.0
RSA,0.8276797817088664,1.0
SWE,5.705832578241825,8.0
SUI,0.3895531068556011,0.0
TUR,0.2741284864023328,0.0
URS,1.7599467996042222,0.0
RUS,1.284748278092593,1.0
