,Artistic Swimming,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball/Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Canoe,Cricket,Croquet,Cycling,Equestrian,Fencing,Hockey,Flag football,Football,Golf,Gymnastics,Handball,Jeu De Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Racquets,Roque,Coastal,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug-Of-War,Beach Volleyball,Volleyball,Motorboating,Weightlifting,Wrestling,Figure Skating,Ice Hockey
AUS,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
BRA,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
CAN,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.1111111111111111,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
DEN,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
FIN,0,0.0,0,0.0,0.0,0,0.10344827586206896,0,0,0,0.0,0,0.125,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1111111111111111,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,0,0
FRA,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.25,0,0.0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.2,0.07142857142857142,0,0
GER,0,0.0,0,0.0,0.0,0,0.1724137931034483,0,0,0,0.0,0,0.25,0,0.2222222222222222,0,0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0,0.6666666666666666,1.0,0,0,0,0,1.0,0.0,0,0,0.0,0.7142857142857143,0,0.25,0.3333333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0,0.2,0.0,0,0
GBR,0,0.0,0,0.0,0.0,0,0.06896551724137931,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.14285714285714285,0,0.25,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
HUN,0,0.0,0,0.09090909090909091,1.0,0,0.034482758620689655,0,0,0,0.0,0,0.125,0,0.0,0,0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.21428571428571427,0,0
IRI,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
