,Artistic Swimming,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball/Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Canoe,Cricket,Croquet,Cycling,Equestrian,Fencing,Hockey,Flag football,Football,Golf,Gymnastics,Handball,Jeu De Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Racquets,Roque,Coastal,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug-Of-War,Beach Volleyball,Volleyball,Motorboating,Weightlifting,Wrestling,Figure Skating,Ice Hockey
AUS,0.0,0.0,0.0,0.03125,0.0,0.0,0.02127659574468085,0.0,0,0,0.0,0,0.0,0,0.0625,0,0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.3,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05555555555555555,0.0,0,0.07142857142857142,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.5,0,0.0,0.0,0,0
CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05555555555555555,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.07142857142857142,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
FIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
FRA,0.0,0.0,0.0,0.125,0.0,0.0,0.02127659574468085,0.0,0,0,0.0,0,0.0,0,0.125,0,0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0,0.14285714285714285,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
GER,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0,0,0.0,0,0.0,0,0.1875,0,0,0.05555555555555555,0.3333333333333333,0.0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.14285714285714285,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.5,0.0,0,0.0,0.0,0,0
GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.0,0,0,0.0,0,0.23076923076923078,0,0.125,0,0,0.4444444444444444,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.2857142857142857,0,0.1,0.06666666666666667,0,0,0.0,0,0.0,0.125,0.2,0.5,0,0.0,0.0,0,0.0,0.0,0,0
HUN,0.0,0.0,0.0,0.0625,0.0,0.0,0.02127659574468085,0.0,0,0,0.0,0,0.0,0,0.1875,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.05555555555555555,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
IRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.06666666666666667,0.16666666666666666,0,0
